,exp,Elab,E',theta,Q2,W2,epsilon,flux,x,sigma,dsigma,*y,*value,*%stat_u,*%syst_u,*%norm_c,obs,target,lepton beam,current,units
146,e94110,5.498,3.492,20.45,2.42,2.225,0.852,0.00047,0.643,13.81,0.3993,0.36485994907239,0.141097654174282,2.4083388414251305,1.6,1.9,sig_r,p,e,NC,1
147,e94110,5.498,3.473,20.45,2.407,2.275,0.85,0.000481,0.633,14.18,0.2847,0.368315751182248,0.145945973097002,1.2128849065394074,1.6,1.9,sig_r,p,e,NC,1
148,e94110,5.498,3.453,20.45,2.393,2.325,0.848,0.000491,0.624,12.76,0.2636,0.371953437613678,0.132281639744459,1.3067733421830774,1.6,1.9,sig_r,p,e,NC,1
149,e94110,5.498,3.434,20.45,2.38,2.375,0.846,0.000502,0.614,11.59,0.2354,0.375409239723536,0.121011527917227,1.2510834667124082,1.6,1.9,sig_r,p,e,NC,1
150,e94110,5.498,3.414,20.45,2.366,2.425,0.844,0.000512,0.605,10.63,0.2156,0.379046926154965,0.111765478420718,1.2464688262080499,1.6,1.9,sig_r,p,e,NC,1
151,e94110,5.498,3.395,20.45,2.353,2.475,0.842,0.000522,0.596,10.22,0.2137,0.382502728264824,0.108189936103876,1.3462068251389887,1.6,1.9,sig_r,p,e,NC,1
152,e94110,5.498,3.375,20.45,2.339,2.525,0.84,0.000531,0.587,10.45,0.2278,0.386140414696253,0.111373873281936,1.4805346278547211,1.6,1.9,sig_r,p,e,NC,1
153,e94110,5.498,3.356,20.45,2.326,2.575,0.838,0.000541,0.578,10.9,0.2494,0.389596216806111,0.11693993083008,1.6356282764117773,1.6,1.9,sig_r,p,e,NC,1
154,e94110,5.498,3.336,20.45,2.312,2.625,0.836,0.00055,0.57,11.78,0.2803,0.393233903237541,0.127195992784573,1.7611968138369976,1.6,1.9,sig_r,p,e,NC,1
155,e94110,5.498,3.317,20.45,2.299,2.675,0.833,0.000556,0.562,13.1,0.3254,0.396689705347399,0.142343004121889,1.9000274488216902,1.6,1.9,sig_r,p,e,NC,1
156,e94110,5.498,3.298,20.45,2.285,2.725,0.831,0.000564,0.553,14.59,0.3806,0.400145507457257,0.159393363627965,2.060335422271376,1.6,1.9,sig_r,p,e,NC,1
157,e94110,5.498,3.278,20.45,2.272,2.775,0.829,0.000573,0.545,16.43,0.4284,0.403783193888687,0.180753011420227,2.0588024265968485,1.6,1.9,sig_r,p,e,NC,1
158,e94110,5.498,3.259,20.45,2.258,2.825,0.827,0.000581,0.537,17.86,0.4076,0.407238995998545,0.197489285127722,1.627394644208853,1.6,1.9,sig_r,p,e,NC,1
159,e94110,5.498,3.239,20.45,2.245,2.875,0.824,0.000586,0.53,18.02,0.3659,0.410876682429975,0.200592759892251,1.2502072392789234,1.6,1.9,sig_r,p,e,NC,1
160,e94110,5.498,3.22,20.45,2.231,2.925,0.822,0.000594,0.522,17.46,0.3416,0.414332484539833,0.195310557965814,1.1259584520673347,1.6,1.9,sig_r,p,e,NC,1
161,e94110,5.498,3.2,20.45,2.218,2.975,0.82,0.000602,0.514,16.6,0.3236,0.417970170971262,0.186914248167844,1.1136206559268782,1.6,1.9,sig_r,p,e,NC,1
162,e94110,5.498,3.171,20.45,2.198,3.05,0.816,0.00061,0.503,16.02,0.322,0.423244816296835,0.181873346509483,1.2165729788590334,1.6,1.9,sig_r,p,e,NC,1
163,e94110,5.498,3.132,20.45,2.171,3.15,0.811,0.000621,0.489,15.95,0.3344,0.430338304838123,0.182994055571877,1.354817010516819,1.6,1.9,sig_r,p,e,NC,1
164,e94110,5.498,3.093,20.45,2.144,3.25,0.806,0.000631,0.475,16.16,0.344,0.437431793379411,0.187287525921973,1.4040721093959134,1.6,1.9,sig_r,p,e,NC,1
165,e94110,5.498,3.054,20.45,2.117,3.35,0.801,0.000642,0.462,16.81,0.3592,0.444525281920699,0.196698460890816,1.4163382006275491,1.6,1.9,sig_r,p,e,NC,1
166,e94110,5.498,3.015,20.45,2.09,3.45,0.796,0.000651,0.449,17.82,0.3774,0.451618770461986,0.21044080957835,1.3875402492109552,1.6,1.9,sig_r,p,e,NC,1
167,e94110,5.498,2.976,20.45,2.063,3.55,0.79,0.000657,0.436,18.2,0.3832,0.458712259003274,0.216824091112218,1.3686150345029648,1.6,1.9,sig_r,p,e,NC,1
168,e94110,5.498,2.938,20.45,2.036,3.65,0.785,0.000666,0.424,18.5,0.3861,0.46562386322299,0.222035726788166,1.3400305263467962,1.6,1.9,sig_r,p,e,NC,1
169,e94110,5.498,2.899,20.45,2.009,3.75,0.779,0.000671,0.412,19.38,0.3956,0.472717351764278,0.234432926678533,1.2676051002525512,1.6,1.9,sig_r,p,e,NC,1
170,e94110,5.498,2.86,20.45,1.982,3.85,0.773,0.000676,0.4,19.33,0.3956,0.479810840305566,0.235578821788419,1.276090442406777,1.6,1.9,sig_r,p,e,NC,1
171,e94110,5.498,3.631,22.95,3.16,1.225,0.852,9.59e-05,0.902,0.025,0.0256,0.339578028373954,0.000378046171865918,102.38749923696741,1.6,1.9,sig_r,p,e,NC,1
172,e94110,5.498,3.612,22.95,3.144,1.275,0.851,0.000109,0.888,0.16,0.04818,0.343033830483812,0.00244012957738812,30.06996269119734,1.6,1.9,sig_r,p,e,NC,1
173,e94110,5.498,3.594,22.95,3.129,1.325,0.849,0.000121,0.876,0.59,0.08051,0.346307748272099,0.00906976639308452,13.551636063166287,1.6,1.9,sig_r,p,e,NC,1
174,e94110,5.498,3.576,22.95,3.113,1.375,0.847,0.000133,0.863,1.626,0.109,0.349581666060386,0.0251782042725571,6.5098241913070325,1.6,1.9,sig_r,p,e,NC,1
175,e94110,5.498,3.558,22.95,3.097,1.425,0.846,0.000146,0.85,2.272,0.1071,0.352855583848672,0.0354347231758009,4.434065051577471,1.6,1.9,sig_r,p,e,NC,1
176,e94110,5.498,3.54,22.95,3.081,1.475,0.844,0.000157,0.838,2.568,0.09242,0.356129501636959,0.0403323264322913,3.2236858906471393,1.6,1.9,sig_r,p,e,NC,1
177,e94110,5.498,3.521,22.95,3.065,1.525,0.842,0.000168,0.826,2.407,0.06835,0.359585303746817,0.0381000639855973,2.345958977428159,1.6,1.9,sig_r,p,e,NC,1
178,e94110,5.498,3.503,22.95,3.049,1.575,0.84,0.000179,0.814,2.219,0.04801,0.362859221535104,0.0353636575932128,1.4564029587459713,1.6,1.9,sig_r,p,e,NC,1
179,e94110,5.498,3.485,22.95,3.034,1.625,0.839,0.00019,0.803,2.154,0.044,0.36613313932339,0.0345786208536814,1.269909126368835,1.6,1.9,sig_r,p,e,NC,1
180,e94110,5.498,3.467,22.95,3.018,1.675,0.837,0.000201,0.792,2.135,0.04689,0.369407057111677,0.0344976682153817,1.5045022170522468,1.6,1.9,sig_r,p,e,NC,1
181,e94110,5.498,3.449,22.95,3.002,1.725,0.835,0.000211,0.78,2.164,0.05306,0.372680974899964,0.0351945426479548,1.8579596156155795,1.6,1.9,sig_r,p,e,NC,1
182,e94110,5.498,3.43,22.95,2.986,1.775,0.833,0.000221,0.769,2.231,0.05711,0.376136777009822,0.0365473085349424,1.998192645726501,1.6,1.9,sig_r,p,e,NC,1
183,e94110,5.498,3.412,22.95,2.97,1.825,0.831,0.00023,0.759,2.373,0.06237,0.379410694798108,0.0391128318988747,2.0851998895482216,1.6,1.9,sig_r,p,e,NC,1
184,e94110,5.498,3.394,22.95,2.954,1.875,0.829,0.000239,0.748,2.602,0.06866,0.382684612586395,0.0431511894749561,2.098319752994142,1.6,1.9,sig_r,p,e,NC,1
185,e94110,5.498,3.376,22.95,2.938,1.925,0.827,0.000249,0.738,2.875,0.076,0.385958530374682,0.0479630888024725,2.104275959965798,1.6,1.9,sig_r,p,e,NC,1
186,e94110,5.498,3.358,22.95,2.923,1.975,0.825,0.000257,0.728,3.142,0.08348,0.389232448162968,0.052761971572408,2.1211204050218866,1.6,1.9,sig_r,p,e,NC,1
187,e94110,5.498,3.339,22.95,2.907,2.025,0.823,0.000266,0.717,3.313,0.09612,0.392688250272827,0.0560102400396598,2.420233378189636,1.6,1.9,sig_r,p,e,NC,1
188,e94110,5.498,3.321,22.95,2.891,2.075,0.821,0.000275,0.708,3.912,0.1117,0.395962168061113,0.0665070802369209,2.3649175500791895,1.6,1.9,sig_r,p,e,NC,1
189,e94110,5.498,3.303,22.95,2.875,2.125,0.819,0.000283,0.698,4.591,0.1373,0.3992360858494,0.0784876080388366,2.5266362654319106,1.6,1.9,sig_r,p,e,NC,1
190,e94110,5.498,3.285,22.95,2.859,2.175,0.817,0.000291,0.688,5.643,0.1689,0.402510003637686,0.0970039973560048,2.529541551408332,1.6,1.9,sig_r,p,e,NC,1
191,e94110,5.498,3.267,22.95,2.843,2.225,0.815,0.000299,0.679,6.564,0.1783,0.405783921425973,0.113436382971512,2.1950983681904064,1.6,1.9,sig_r,p,e,NC,1
192,e94110,5.498,3.248,22.95,2.828,2.275,0.813,0.000307,0.67,6.567,0.1254,0.409239723535831,0.114263833087533,1.0422919774944708,1.6,1.9,sig_r,p,e,NC,1
193,e94110,5.498,3.23,22.95,2.812,2.325,0.811,0.000315,0.661,5.858,0.1176,0.412513641324118,0.102451439309763,1.2124771339332123,1.6,1.9,sig_r,p,e,NC,1
194,e94110,5.498,3.212,22.95,2.796,2.375,0.809,0.000322,0.652,5.309,0.1041,0.415787559112405,0.0933189258293464,1.1334989909338435,1.6,1.9,sig_r,p,e,NC,1
195,e94110,5.498,3.194,22.95,2.78,2.425,0.807,0.000329,0.643,4.873,0.09554,0.419061476900691,0.0860802234907299,1.1331148671785247,1.6,1.9,sig_r,p,e,NC,1
196,e94110,5.498,3.176,22.95,2.764,2.475,0.804,0.000335,0.634,4.823,0.09889,0.422335394688978,0.0856122917138498,1.2822140303954779,1.6,1.9,sig_r,p,e,NC,1
197,e94110,5.498,3.157,22.95,2.748,2.525,0.802,0.000342,0.626,4.861,0.1051,0.425791196798836,0.0867659853069094,1.4542024574754286,1.6,1.9,sig_r,p,e,NC,1
198,e94110,5.498,3.139,22.95,2.733,2.575,0.8,0.000349,0.617,5.274,0.1181,0.429065114587123,0.0946503966904389,1.5666545808735486,1.6,1.9,sig_r,p,e,NC,1
199,e94110,5.498,3.121,22.95,2.717,2.625,0.798,0.000355,0.609,5.793,0.1337,0.432339032375409,0.104433268172981,1.6633308681012309,1.6,1.9,sig_r,p,e,NC,1
200,e94110,5.498,3.103,22.95,2.701,2.675,0.795,0.00036,0.601,6.488,0.1554,0.435612950163696,0.117479237817034,1.7823974055328435,1.6,1.9,sig_r,p,e,NC,1
201,e94110,5.498,3.085,22.95,2.685,2.725,0.793,0.000367,0.593,7.093,0.1812,0.438886867951983,0.128990369266964,1.9915173148012242,1.6,1.9,sig_r,p,e,NC,1
202,e94110,5.498,3.066,22.95,2.669,2.775,0.79,0.000371,0.585,8.097,0.2051,0.442342670061841,0.148000924494381,1.9637403277540617,1.6,1.9,sig_r,p,e,NC,1
203,e94110,5.498,3.048,22.95,2.653,2.825,0.788,0.000378,0.577,8.894,0.1954,0.445616587850127,0.163244543406128,1.5055732142100229,1.6,1.9,sig_r,p,e,NC,1
204,e94110,5.498,3.03,22.95,2.637,2.875,0.786,0.000384,0.569,8.842,0.1723,0.448890505638414,0.162950599327651,1.1123187487517345,1.6,1.9,sig_r,p,e,NC,1
205,e94110,5.498,3.012,22.95,2.622,2.925,0.783,0.000388,0.562,8.765,0.1617,0.452164423426701,0.162282205417112,0.9183817898887946,1.6,1.9,sig_r,p,e,NC,1
206,e94110,5.498,2.994,22.95,2.606,2.975,0.781,0.000394,0.554,8.636,0.1574,0.455438341214987,0.160517647185654,0.8728584669231191,1.6,1.9,sig_r,p,e,NC,1
207,e94110,5.498,2.966,22.95,2.582,3.05,0.777,0.0004,0.543,8.168,0.1541,0.460531102218989,0.152796446676843,0.999687752526801,1.6,1.9,sig_r,p,e,NC,1
208,e94110,5.498,2.93,22.95,2.55,3.15,0.772,0.00041,0.529,8.188,0.1617,0.467078937795562,0.154251996584193,1.1575827780048873,1.6,1.9,sig_r,p,e,NC,1
209,e94110,5.498,2.893,22.95,2.519,3.25,0.767,0.000419,0.515,8.383,0.1674,0.473808657693707,0.159249197988931,1.1948236520558242,1.6,1.9,sig_r,p,e,NC,1
210,e94110,5.498,2.857,22.95,2.487,3.35,0.761,0.000425,0.502,8.774,0.1758,0.48035649327028,0.167718270152576,1.206068762022057,1.6,1.9,sig_r,p,e,NC,1
211,e94110,5.498,2.821,22.95,2.455,3.45,0.756,0.000434,0.489,9.203,0.1836,0.486904328846853,0.176956207039726,1.191650747206074,1.6,1.9,sig_r,p,e,NC,1
212,e94110,5.498,2.784,22.95,2.424,3.55,0.75,0.000439,0.476,9.675,0.191,0.493634048744998,0.187379296836486,1.1564205644099481,1.6,1.9,sig_r,p,e,NC,1
213,e94110,5.498,2.748,22.95,2.392,3.65,0.745,0.000447,0.463,10.04,0.1954,0.500181884321572,0.19546101458921,1.1080403282345561,1.6,1.9,sig_r,p,e,NC,1
214,e94110,5.498,2.711,22.95,2.36,3.75,0.739,0.000453,0.451,10.24,0.1968,0.506911604219716,0.20046560015426,1.064708183318321,1.6,1.9,sig_r,p,e,NC,1
215,e94110,5.498,2.675,22.95,2.328,3.85,0.733,0.000458,0.439,10.31,0.1977,0.51345943979629,0.202717358159502,1.0568917329905005,1.6,1.9,sig_r,p,e,NC,1
216,e94110,5.498,3.388,25.45,3.615,1.225,0.815,6.26e-05,0.913,0.014,0.01295,0.383775918515824,0.000346981716874048,92.48616112694916,1.6,1.9,sig_r,p,e,NC,1
217,e94110,5.498,3.371,25.45,3.597,1.275,0.813,7.09e-05,0.901,0.093,0.02395,0.386867951982539,0.00231868383919805,25.702936565429326,1.6,1.9,sig_r,p,e,NC,1
218,e94110,5.498,3.354,25.45,3.579,1.325,0.811,7.9e-05,0.889,0.277,0.04016,0.389959985449254,0.00694680959394319,14.409637632078864,1.6,1.9,sig_r,p,e,NC,1
219,e94110,5.498,3.337,25.45,3.561,1.375,0.809,8.7e-05,0.878,0.742,0.05466,0.393052018915969,0.0187147128483044,7.190719994286015,1.6,1.9,sig_r,p,e,NC,1
220,e94110,5.498,3.32,25.45,3.543,1.425,0.807,9.48e-05,0.867,1.136,0.05791,0.396144052382685,0.0288136373360556,4.84010952023541,1.6,1.9,sig_r,p,e,NC,1
221,e94110,5.498,3.303,25.45,3.525,1.475,0.806,0.000103,0.856,1.285,0.05619,0.3992360858494,0.0327740847619537,4.069527387486695,1.6,1.9,sig_r,p,e,NC,1
222,e94110,5.498,3.286,25.45,3.507,1.525,0.804,0.00011,0.845,1.181,0.04425,0.402328119316115,0.0302867421836428,3.3880223609716125,1.6,1.9,sig_r,p,e,NC,1
223,e94110,5.498,3.269,25.45,3.489,1.575,0.802,0.000118,0.834,1.107,0.03666,0.40542015278283,0.0285425876151621,2.899490707733097,1.6,1.9,sig_r,p,e,NC,1
224,e94110,5.498,3.252,25.45,3.47,1.625,0.8,0.000125,0.823,1.044,0.03165,0.408512186249545,0.0270459377622767,2.57500569196415,1.6,1.9,sig_r,p,e,NC,1
225,e94110,5.498,3.235,25.45,3.452,1.675,0.798,0.000132,0.813,1.039,0.03308,0.41160421971626,0.0270552759279649,2.752594654130065,1.6,1.9,sig_r,p,e,NC,1
226,e94110,5.498,3.218,25.45,3.434,1.725,0.796,0.000139,0.803,1.059,0.03534,0.414696253182976,0.0277162876544128,2.9285331424304957,1.6,1.9,sig_r,p,e,NC,1
227,e94110,5.498,3.201,25.45,3.416,1.775,0.794,0.000146,0.792,1.119,0.03777,0.417788286649691,0.0294363731119213,2.972017358066572,1.6,1.9,sig_r,p,e,NC,1
228,e94110,5.498,3.184,25.45,3.398,1.825,0.792,0.000152,0.782,1.159,0.04023,0.420880320116406,0.0306391841702396,3.080341841404247,1.6,1.9,sig_r,p,e,NC,1
229,e94110,5.498,3.167,25.45,3.38,1.875,0.79,0.000159,0.773,1.323,0.04361,0.423972353583121,0.0351411914920521,2.8819384575276206,1.6,1.9,sig_r,p,e,NC,1
230,e94110,5.498,3.15,25.45,3.362,1.925,0.788,0.000165,0.763,1.476,0.04779,0.427064387049836,0.0393930400035416,2.8148499832702414,1.6,1.9,sig_r,p,e,NC,1
231,e94110,5.498,3.133,25.45,3.344,1.975,0.786,0.000172,0.753,1.601,0.05124,0.430156420516552,0.04293090185884,2.7718582667476004,1.6,1.9,sig_r,p,e,NC,1
232,e94110,5.498,3.116,25.45,3.325,2.025,0.784,0.000178,0.744,1.737,0.058,0.433248453983267,0.0467606212567366,2.930789075321611,1.6,1.9,sig_r,p,e,NC,1
233,e94110,5.498,3.099,25.45,3.307,2.075,0.782,0.000184,0.735,2.133,0.06756,0.436340487449982,0.0576775222848462,2.733538383346133,1.6,1.9,sig_r,p,e,NC,1
234,e94110,5.498,3.082,25.45,3.289,2.125,0.779,0.000189,0.725,2.406,0.08016,0.439432520916697,0.0653526118994841,2.922333052964242,1.6,1.9,sig_r,p,e,NC,1
235,e94110,5.498,3.065,25.45,3.271,2.175,0.777,0.000195,0.716,2.978,0.09743,0.442524554383412,0.0812391599033797,2.8537258994649637,1.6,1.9,sig_r,p,e,NC,1
236,e94110,5.498,3.048,25.45,3.253,2.225,0.775,0.000201,0.708,3.267,0.09759,0.445616587850127,0.0894919274924319,2.5225047643494696,1.6,1.9,sig_r,p,e,NC,1
237,e94110,5.498,3.031,25.45,3.235,2.275,0.773,0.000206,0.699,3.401,0.08165,0.448708621316842,0.0935519095120148,1.78987991032896,1.6,1.9,sig_r,p,e,NC,1
238,e94110,5.498,3.014,25.45,3.217,2.325,0.771,0.000212,0.69,3.022,0.07594,0.451800654783558,0.0834682289433864,1.9377031123925883,1.6,1.9,sig_r,p,e,NC,1
239,e94110,5.498,2.997,25.45,3.199,2.375,0.768,0.000216,0.682,2.808,0.06868,0.454892688250273,0.0778617582202787,1.8499391612607343,1.6,1.9,sig_r,p,e,NC,1
240,e94110,5.498,2.98,25.45,3.18,2.425,0.766,0.000222,0.673,2.666,0.06553,0.457984721716988,0.0741700118426237,1.8659347172938767,1.6,1.9,sig_r,p,e,NC,1
241,e94110,5.498,2.963,25.45,3.162,2.475,0.764,0.000227,0.665,2.716,0.0669,0.461076755183703,0.075846387481274,1.8727683710347898,1.6,1.9,sig_r,p,e,NC,1
242,e94110,5.498,2.946,25.45,3.144,2.525,0.761,0.000231,0.657,2.787,0.07011,0.464168788650418,0.0781174452174708,1.9412069749275027,1.6,1.9,sig_r,p,e,NC,1
243,e94110,5.498,2.929,25.45,3.126,2.575,0.759,0.000236,0.648,2.93,0.07527,0.467260822117134,0.0824338459827956,2.009841509709499,1.6,1.9,sig_r,p,e,NC,1
244,e94110,5.498,2.912,25.45,3.108,2.625,0.757,0.000241,0.64,3.034,0.08202,0.470352855583849,0.0856639827155271,2.1790285803940717,1.6,1.9,sig_r,p,e,NC,1
245,e94110,5.498,2.895,25.45,3.09,2.675,0.754,0.000245,0.633,3.46,0.09382,0.473444889050564,0.0980212065412201,2.189191950310026,1.6,1.9,sig_r,p,e,NC,1
246,e94110,5.498,2.879,25.45,3.072,2.725,0.752,0.00025,0.625,3.798,0.1065,0.476355038195708,0.10787368184914,2.302828358935732,1.6,1.9,sig_r,p,e,NC,1
247,e94110,5.498,2.862,25.45,3.054,2.775,0.75,0.000254,0.617,4.34,0.1226,0.479447071662423,0.123680994600705,2.328083781055517,1.6,1.9,sig_r,p,e,NC,1
248,e94110,5.498,2.845,25.45,3.035,2.825,0.747,0.000258,0.61,4.507,0.1191,0.482539105129138,0.128758884130763,2.1031172910186644,1.6,1.9,sig_r,p,e,NC,1
249,e94110,5.498,2.828,25.45,3.017,2.875,0.745,0.000263,0.602,4.903,0.1127,0.485631138595853,0.140520979106753,1.6503116047881718,1.6,1.9,sig_r,p,e,NC,1
250,e94110,5.498,2.811,25.45,2.999,2.925,0.742,0.000266,0.595,4.744,0.1067,0.488723172062568,0.136372871054964,1.5807297189887866,1.6,1.9,sig_r,p,e,NC,1
251,e94110,5.498,2.794,25.45,2.981,2.975,0.739,0.00027,0.587,4.698,0.1042,0.491815205529283,0.135464268182964,1.5360238107653748,1.6,1.9,sig_r,p,e,NC,1
252,e94110,5.498,2.768,25.45,2.954,3.05,0.736,0.000276,0.577,4.593,0.1056,0.496544197890142,0.133049647615136,1.6510889670681568,1.6,1.9,sig_r,p,e,NC,1
253,e94110,5.498,2.734,25.45,2.918,3.15,0.73,0.000282,0.562,4.583,0.1116,0.502728264823572,0.13350053696523,1.835659212220282,1.6,1.9,sig_r,p,e,NC,1
254,e94110,5.498,2.7,25.45,2.881,3.25,0.725,0.000289,0.549,4.794,0.1169,0.508912331757003,0.140249184526805,1.8401386701261482,1.6,1.9,sig_r,p,e,NC,1
255,e94110,5.498,2.666,25.45,2.845,3.35,0.72,0.000296,0.535,5.032,0.1224,0.515096398690433,0.147927184835228,1.832137423434486,1.6,1.9,sig_r,p,e,NC,1
256,e94110,5.498,2.632,25.45,2.809,3.45,0.714,0.000302,0.522,5.192,0.126,0.521280465623863,0.153306855222303,1.8246668447884766,1.6,1.9,sig_r,p,e,NC,1
257,e94110,5.498,2.598,25.45,2.773,3.55,0.709,0.000308,0.509,5.497,0.1303,0.527464532557294,0.162983956847674,1.7489195453527535,1.6,1.9,sig_r,p,e,NC,1
258,e94110,5.498,2.564,25.45,2.736,3.65,0.703,0.000313,0.497,5.609,0.1324,0.533648599490724,0.166795156450755,1.735489209176773,1.6,1.9,sig_r,p,e,NC,1
259,e94110,5.498,2.53,25.45,2.7,3.75,0.697,0.000318,0.485,5.834,0.1362,0.539832666424154,0.174073163673838,1.700091768334441,1.6,1.9,sig_r,p,e,NC,1
260,e94110,5.498,2.496,25.45,2.664,3.85,0.691,0.000323,0.473,5.97,0.1373,0.546016733357585,0.178680053637031,1.6520379864865915,1.6,1.9,sig_r,p,e,NC,1
261,e94110,5.498,3.157,27.95,4.049,1.225,0.774,4.26e-05,0.922,0.008,0.00676,0.425791196798836,0.000305241389196917,84.48485071301246,1.6,1.9,sig_r,p,e,NC,1
262,e94110,5.498,3.141,27.95,4.029,1.275,0.772,4.84e-05,0.911,0.051,0.01214,0.42870134594398,0.00195496180904542,23.750088042897172,1.6,1.9,sig_r,p,e,NC,1
263,e94110,5.498,3.125,27.95,4.009,1.325,0.77,5.4e-05,0.9,0.121,0.02001,0.431611495089123,0.0046595349942779,16.459606794499066,1.6,1.9,sig_r,p,e,NC,1
264,e94110,5.498,3.109,27.95,3.988,1.375,0.769,5.98e-05,0.89,0.336,0.02712,0.434521644234267,0.0129894517646192,7.911255221750431,1.6,1.9,sig_r,p,e,NC,1
265,e94110,5.498,3.094,27.95,3.968,1.425,0.767,6.53e-05,0.879,0.532,0.02864,0.437249909057839,0.0206410612835408,5.1401971751899165,1.6,1.9,sig_r,p,e,NC,1
266,e94110,5.498,3.078,27.95,3.948,1.475,0.765,7.07e-05,0.869,0.609,0.02645,0.440160058202983,0.0237302812712086,4.037729649498834,1.6,1.9,sig_r,p,e,NC,1
267,e94110,5.498,3.062,27.95,3.928,1.525,0.763,7.6e-05,0.859,0.576,0.02084,0.443070207348127,0.022539670346763,3.2450463791888127,1.6,1.9,sig_r,p,e,NC,1
268,e94110,5.498,3.046,27.95,3.907,1.575,0.761,8.12e-05,0.849,0.56,0.017,0.44598035649327,0.0219937617526335,2.5798374414853726,1.6,1.9,sig_r,p,e,NC,1
269,e94110,5.498,3.03,27.95,3.887,1.625,0.759,8.63e-05,0.839,0.571,0.01594,0.448890505638414,0.0225182679581946,2.287574121089704,1.6,1.9,sig_r,p,e,NC,1
270,e94110,5.498,3.014,27.95,3.867,1.675,0.757,9.13e-05,0.83,0.573,0.01683,0.451800654783558,0.022686451962529,2.463124826197874,1.6,1.9,sig_r,p,e,NC,1
271,e94110,5.498,2.999,27.95,3.846,1.725,0.755,9.63e-05,0.82,0.573,0.01831,0.45452891960713,0.0227460731073764,2.7660405726395565,1.6,1.9,sig_r,p,e,NC,1
272,e94110,5.498,2.983,27.95,3.826,1.775,0.753,0.000101,0.81,0.608,0.01926,0.457439068752274,0.0242307111555055,2.733994042516412,1.6,1.9,sig_r,p,e,NC,1
273,e94110,5.498,2.967,27.95,3.806,1.825,0.751,0.000106,0.801,0.653,0.02039,0.460349217897417,0.0261222951968645,2.6814320757345618,1.6,1.9,sig_r,p,e,NC,1
274,e94110,5.498,2.951,27.95,3.785,1.875,0.748,0.00011,0.792,0.724,0.02251,0.463259367042561,0.0290543982613894,2.665821156581118,1.6,1.9,sig_r,p,e,NC,1
275,e94110,5.498,2.935,27.95,3.765,1.925,0.746,0.000115,0.783,0.793,0.02471,0.466169516187705,0.0319396161628257,2.673864301979296,1.6,1.9,sig_r,p,e,NC,1
276,e94110,5.498,2.919,27.95,3.745,1.975,0.744,0.000119,0.774,0.898,0.02721,0.469079665332848,0.0362986619112866,2.573189636276648,1.6,1.9,sig_r,p,e,NC,1
277,e94110,5.498,2.904,27.95,3.725,2.025,0.742,0.000124,0.765,0.971,0.02975,0.471807930156421,0.0393552018439978,2.612888676383935,1.6,1.9,sig_r,p,e,NC,1
278,e94110,5.498,2.888,27.95,3.704,2.075,0.74,0.000128,0.756,1.159,0.03484,0.474718079301564,0.0471122676362751,2.5448525721880855,1.6,1.9,sig_r,p,e,NC,1
279,e94110,5.498,2.872,27.95,3.684,2.125,0.738,0.000133,0.747,1.341,0.04213,0.477628228446708,0.0546966105672729,2.703735671944103,1.6,1.9,sig_r,p,e,NC,1
280,e94110,5.498,2.856,27.95,3.664,2.175,0.735,0.000136,0.739,1.562,0.05093,0.480538377591852,0.0639168230360278,2.840998690044394,1.6,1.9,sig_r,p,e,NC,1
281,e94110,5.498,2.84,27.95,3.643,2.225,0.733,0.000141,0.73,1.801,0.05009,0.483448526736995,0.0738983305269003,2.2749186898087994,1.6,1.9,sig_r,p,e,NC,1
282,e94110,5.498,2.825,27.95,3.623,2.275,0.731,0.000145,0.722,1.786,0.03977,0.486176791560567,0.0734496042255262,1.5487016029349931,1.6,1.9,sig_r,p,e,NC,1
283,e94110,5.498,2.809,27.95,3.603,2.325,0.729,0.000149,0.714,1.621,0.03755,0.489086940705711,0.0668675353083262,1.6751236815835522,1.6,1.9,sig_r,p,e,NC,1
284,e94110,5.498,2.793,27.95,3.582,2.375,0.726,0.000152,0.706,1.57,0.03465,0.491997089850855,0.0649206115704579,1.5201569375200215,1.6,1.9,sig_r,p,e,NC,1
285,e94110,5.498,2.777,27.95,3.562,2.425,0.724,0.000156,0.698,1.483,0.03287,0.494907238995999,0.0615029007781518,1.5338397902087757,1.6,1.9,sig_r,p,e,NC,1
286,e94110,5.498,2.761,27.95,3.542,2.475,0.722,0.00016,0.69,1.523,0.03365,0.497817388141142,0.0633432300854228,1.5237097816105887,1.6,1.9,sig_r,p,e,NC,1
287,e94110,5.498,2.745,27.95,3.522,2.525,0.719,0.000163,0.682,1.515,0.0353,0.500727537286286,0.0631877929960465,1.6938281484462214,1.6,1.9,sig_r,p,e,NC,1
288,e94110,5.498,2.73,27.95,3.501,2.575,0.717,0.000167,0.674,1.623,0.03882,0.503455802109858,0.0677825657371978,1.7779278191469388,1.6,1.9,sig_r,p,e,NC,1
289,e94110,5.498,2.714,27.95,3.481,2.625,0.714,0.00017,0.666,1.735,0.04311,0.506365951255002,0.0726552001156948,1.9010166785508906,1.6,1.9,sig_r,p,e,NC,1
290,e94110,5.498,2.698,27.95,3.461,2.675,0.712,0.000174,0.659,1.948,0.04935,0.509276100400145,0.0817787091781581,1.964166789294005,1.6,1.9,sig_r,p,e,NC,1
291,e94110,5.498,2.682,27.95,3.44,2.725,0.709,0.000177,0.651,2.194,0.05755,0.512186249545289,0.0922881881158528,2.078571377446415,1.6,1.9,sig_r,p,e,NC,1
