,I,J,x,Q2,obs,target,curent,lepton beam,units,value,*%dST_u,*%dSR_u,*%1dN1_c,*%2dN1_c,*%3dN1_c,*%4dN1_c,*%5dN1_c,*%6dN1_c,*%7dN1_c,*%8dN1_c,*%1dN2_c,*%2dN2_c,*%3dN2_c,*%4dN2_c,*%5dN2_c,*%6dN2_c,*%7dN2_c,*%8dN2_c,%*norm_c
594,595,6,0.533,7.521,sig,d/p,e,nc,1,0.761,1.3,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
595,596,6,0.424,6.571,sig,d/p,e,nc,1,0.778,1.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
596,597,6,0.353,5.836,sig,d/p,e,nc,1,0.8175,1.7,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
597,598,6,0.264,4.773,sig,d/p,e,nc,1,0.8485,1.9,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
598,599,6,0.176,3.5,sig,d/p,e,nc,1,0.876,2.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
599,600,6,0.818,12.404,sig,d/p,e,nc,1,0.717,2.7,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
600,601,6,0.762,11.955,sig,d/p,e,nc,1,0.699,1.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
601,602,6,0.678,11.236,sig,d/p,e,nc,1,0.714,1.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
602,603,6,0.599,10.475,sig,d/p,e,nc,1,0.7235,1.3,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
603,604,6,0.523,9.656,sig,d/p,e,nc,1,0.7455,1.7,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
604,605,6,0.417,8.349,sig,d/p,e,nc,1,0.7965,1.4,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
605,606,6,0.347,7.355,sig,d/p,e,nc,1,0.801,1.8,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
606,607,6,0.259,5.941,sig,d/p,e,nc,1,0.8445,1.9,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
607,608,6,0.172,4.29,sig,d/p,e,nc,1,0.9005,2.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
608,609,6,0.865,17.103,sig,d/p,e,nc,1,0.6905,6.1,0.6,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
609,610,6,0.807,16.46,sig,d/p,e,nc,1,0.7065,3.2,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
610,611,6,0.742,15.706,sig,d/p,e,nc,1,0.717,2.9,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
611,612,6,0.67,14.778,sig,d/p,e,nc,1,0.708,2.3,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
612,613,6,0.592,13.694,sig,d/p,e,nc,1,0.7315,1.9,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
613,614,6,0.517,12.547,sig,d/p,e,nc,1,0.733,2.0,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
614,615,6,0.413,10.743,sig,d/p,e,nc,1,0.7675,2.2,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
615,616,6,0.343,9.391,sig,d/p,e,nc,1,0.8155,2.1,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
616,617,6,0.257,7.502,sig,d/p,e,nc,1,0.865,2.6,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
617,618,6,0.171,5.35,sig,d/p,e,nc,1,0.888,3.0,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
618,619,6,0.86,19.106,sig,d/p,e,nc,1,0.844,4.5,0.6,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
619,620,6,0.806,18.359,sig,d/p,e,nc,1,0.7695,3.2,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
620,621,6,0.74,17.398,sig,d/p,e,nc,1,0.7215,3.7,0.5,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,0,0.0,0,0.0,0.2,0,0,1
