,exp,Elab,x,Q2,obs,target,lepton beam,current,units,value unscaled,stat unscaled,sys unscaled,value,stat_u,sys_u,*norm_c
852,bonus,5.262,0.777,2.42,F2,n/d,e_minus,NC,1,0.523,0.066,0.048,1.046,0.132,0.096,0.04707
853,bonus,5.262,0.764,2.416,F2,n/d,e_minus,NC,1,0.492,0.063,0.042,0.984,0.126,0.084,0.04428
854,bonus,5.262,0.751,2.416,F2,n/d,e_minus,NC,1,0.388,0.055,0.031,0.776,0.11,0.062,0.03492
855,bonus,5.262,0.739,2.417,F2,n/d,e_minus,NC,1,0.368,0.051,0.028,0.736,0.102,0.056,0.03312
856,bonus,5.262,0.727,2.418,F2,n/d,e_minus,NC,1,0.349,0.051,0.025,0.698,0.102,0.05,0.031409999999999993
857,bonus,5.262,0.717,2.419,F2,n/d,e_minus,NC,1,0.272,0.047,0.019,0.544,0.094,0.038,0.024480000000000002
858,bonus,5.262,0.705,2.417,F2,n/d,e_minus,NC,1,0.343,0.05,0.022,0.686,0.1,0.044,0.03087
859,bonus,5.262,0.693,2.418,F2,n/d,e_minus,NC,1,0.302,0.047,0.019,0.604,0.094,0.038,0.02718
860,bonus,5.262,0.683,2.422,F2,n/d,e_minus,NC,1,0.33,0.046,0.019,0.66,0.092,0.038,0.0297
861,bonus,5.262,0.675,2.417,F2,n/d,e_minus,NC,1,0.29,0.045,0.016,0.58,0.09,0.032,0.026099999999999998
862,bonus,5.262,0.66,2.419,F2,n/d,e_minus,NC,1,0.315,0.044,0.017,0.63,0.088,0.034,0.02835
863,bonus,5.262,0.651,2.419,F2,n/d,e_minus,NC,1,0.393,0.046,0.02,0.786,0.092,0.04,0.03537
864,bonus,5.262,0.642,2.421,F2,n/d,e_minus,NC,1,0.443,0.047,0.021,0.886,0.094,0.042,0.039869999999999996
865,bonus,5.262,0.632,2.422,F2,n/d,e_minus,NC,1,0.489,0.047,0.022,0.978,0.094,0.044,0.04401
866,bonus,5.262,0.621,2.421,F2,n/d,e_minus,NC,1,0.353,0.04,0.015,0.706,0.08,0.03,0.03177
867,bonus,5.262,0.613,2.424,F2,n/d,e_minus,NC,1,0.428,0.041,0.018,0.856,0.082,0.036,0.03852
868,bonus,5.262,0.602,2.422,F2,n/d,e_minus,NC,1,0.396,0.039,0.016,0.792,0.078,0.032,0.03564
869,bonus,5.262,0.593,2.423,F2,n/d,e_minus,NC,1,0.343,0.038,0.013,0.686,0.076,0.026,0.03087
870,bonus,5.262,0.584,2.424,F2,n/d,e_minus,NC,1,0.35,0.036,0.013,0.7,0.072,0.026,0.0315
871,bonus,5.262,0.576,2.426,F2,n/d,e_minus,NC,1,0.33,0.035,0.012,0.66,0.07,0.024,0.0297
872,bonus,5.262,0.565,2.427,F2,n/d,e_minus,NC,1,0.394,0.037,0.013,0.788,0.074,0.026,0.03546
873,bonus,5.262,0.559,2.427,F2,n/d,e_minus,NC,1,0.394,0.036,0.013,0.788,0.072,0.026,0.03546
874,bonus,5.262,0.548,2.428,F2,n/d,e_minus,NC,1,0.356,0.034,0.011,0.712,0.068,0.022,0.03204
875,bonus,5.262,0.542,2.428,F2,n/d,e_minus,NC,1,0.388,0.033,0.012,0.776,0.066,0.024,0.03492
876,bonus,5.262,0.532,2.43,F2,n/d,e_minus,NC,1,0.415,0.033,0.012,0.83,0.066,0.024,0.037349999999999994
877,bonus,5.262,0.525,2.43,F2,n/d,e_minus,NC,1,0.402,0.032,0.011,0.804,0.064,0.022,0.036180000000000004
878,bonus,5.262,0.518,2.429,F2,n/d,e_minus,NC,1,0.387,0.031,0.01,0.774,0.062,0.02,0.03483
879,bonus,5.262,0.509,2.43,F2,n/d,e_minus,NC,1,0.394,0.031,0.01,0.788,0.062,0.02,0.03546
880,bonus,5.262,0.502,2.429,F2,n/d,e_minus,NC,1,0.386,0.03,0.009,0.772,0.06,0.018,0.03474
881,bonus,5.262,0.495,2.428,F2,n/d,e_minus,NC,1,0.388,0.03,0.009,0.776,0.06,0.018,0.03492
882,bonus,5.262,0.488,2.428,F2,n/d,e_minus,NC,1,0.396,0.03,0.009,0.792,0.06,0.018,0.03564
883,bonus,5.262,0.48,2.429,F2,n/d,e_minus,NC,1,0.34,0.028,0.008,0.68,0.056,0.016,0.030600000000000002
884,bonus,5.262,0.474,2.427,F2,n/d,e_minus,NC,1,0.356,0.029,0.008,0.712,0.058,0.016,0.03204
885,bonus,5.262,0.466,2.428,F2,n/d,e_minus,NC,1,0.428,0.03,0.009,0.856,0.06,0.018,0.03852
886,bonus,5.262,0.457,2.427,F2,n/d,e_minus,NC,1,0.414,0.029,0.008,0.828,0.058,0.016,0.037259999999999995
887,bonus,5.262,0.452,2.428,F2,n/d,e_minus,NC,1,0.405,0.029,0.008,0.81,0.058,0.016,0.03645
888,bonus,5.262,0.445,2.428,F2,n/d,e_minus,NC,1,0.396,0.028,0.007,0.792,0.056,0.014,0.03564
889,bonus,5.262,0.438,2.427,F2,n/d,e_minus,NC,1,0.43,0.029,0.008,0.86,0.058,0.016,0.0387
890,bonus,5.262,0.432,2.429,F2,n/d,e_minus,NC,1,0.391,0.027,0.007,0.782,0.054,0.014,0.03519
891,bonus,5.262,0.426,2.428,F2,n/d,e_minus,NC,1,0.42,0.028,0.007,0.84,0.056,0.014,0.0378
892,bonus,5.262,0.422,2.429,F2,n/d,e_minus,NC,1,0.4,0.027,0.007,0.8,0.054,0.014,0.036
893,bonus,5.262,0.415,2.428,F2,n/d,e_minus,NC,1,0.475,0.029,0.008,0.95,0.058,0.016,0.042749999999999996
894,bonus,5.262,0.409,2.427,F2,n/d,e_minus,NC,1,0.447,0.028,0.007,0.894,0.056,0.014,0.04023
895,bonus,5.262,0.402,2.427,F2,n/d,e_minus,NC,1,0.372,0.026,0.006,0.744,0.052,0.012,0.033479999999999996
896,bonus,5.262,0.396,2.426,F2,n/d,e_minus,NC,1,0.394,0.026,0.006,0.788,0.052,0.012,0.03546
897,bonus,5.262,0.391,2.425,F2,n/d,e_minus,NC,1,0.411,0.026,0.006,0.822,0.052,0.012,0.036989999999999995
898,bonus,5.262,0.387,2.422,F2,n/d,e_minus,NC,1,0.415,0.027,0.006,0.83,0.054,0.012,0.037349999999999994
899,bonus,5.262,0.381,2.423,F2,n/d,e_minus,NC,1,0.431,0.027,0.006,0.862,0.054,0.012,0.03879
900,bonus,5.262,0.375,2.423,F2,n/d,e_minus,NC,1,0.378,0.026,0.005,0.756,0.052,0.01,0.03402
901,bonus,5.262,0.371,2.424,F2,n/d,e_minus,NC,1,0.392,0.026,0.005,0.784,0.052,0.01,0.03528
902,bonus,5.262,0.366,2.424,F2,n/d,e_minus,NC,1,0.41,0.027,0.005,0.82,0.054,0.01,0.036899999999999995
903,bonus,5.262,0.36,2.423,F2,n/d,e_minus,NC,1,0.4,0.027,0.005,0.8,0.054,0.01,0.036
904,bonus,5.262,0.355,2.423,F2,n/d,e_minus,NC,1,0.444,0.028,0.005,0.888,0.056,0.01,0.03996
905,bonus,5.262,0.35,2.422,F2,n/d,e_minus,NC,1,0.434,0.028,0.005,0.868,0.056,0.01,0.03906
906,bonus,5.262,0.344,2.419,F2,n/d,e_minus,NC,1,0.461,0.029,0.005,0.922,0.058,0.01,0.04149
907,bonus,5.262,0.339,2.417,F2,n/d,e_minus,NC,1,0.427,0.03,0.005,0.854,0.06,0.01,0.03843
908,bonus,5.262,0.335,2.415,F2,n/d,e_minus,NC,1,0.397,0.031,0.004,0.794,0.062,0.008,0.03573
909,bonus,5.262,0.886,2.889,F2,n/d,e_minus,NC,1,0.151,0.054,0.024,0.302,0.108,0.048,0.01359
910,bonus,5.262,0.877,2.889,F2,n/d,e_minus,NC,1,0.279,0.084,0.042,0.558,0.168,0.084,0.02511
911,bonus,5.262,0.863,2.891,F2,n/d,e_minus,NC,1,0.417,0.107,0.058,0.834,0.214,0.116,0.037529999999999994
912,bonus,5.262,0.853,2.886,F2,n/d,e_minus,NC,1,0.383,0.101,0.052,0.766,0.202,0.104,0.03447
913,bonus,5.262,0.841,2.889,F2,n/d,e_minus,NC,1,0.508,0.107,0.063,1.016,0.214,0.126,0.04572
914,bonus,5.262,0.827,2.888,F2,n/d,e_minus,NC,1,0.545,0.103,0.063,1.09,0.206,0.126,0.04905
915,bonus,5.262,0.818,2.89,F2,n/d,e_minus,NC,1,0.615,0.099,0.069,1.23,0.198,0.138,0.055349999999999996
916,bonus,5.262,0.807,2.886,F2,n/d,e_minus,NC,1,0.527,0.091,0.056,1.054,0.182,0.112,0.04743
917,bonus,5.262,0.794,2.889,F2,n/d,e_minus,NC,1,0.489,0.081,0.049,0.978,0.162,0.098,0.04401
918,bonus,5.262,0.783,2.887,F2,n/d,e_minus,NC,1,0.396,0.071,0.038,0.792,0.142,0.076,0.03564
919,bonus,5.262,0.771,2.888,F2,n/d,e_minus,NC,1,0.347,0.064,0.031,0.694,0.128,0.062,0.031229999999999997
920,bonus,5.262,0.76,2.887,F2,n/d,e_minus,NC,1,0.541,0.077,0.047,1.082,0.154,0.094,0.048690000000000004
921,bonus,5.262,0.752,2.888,F2,n/d,e_minus,NC,1,0.309,0.062,0.025,0.618,0.124,0.05,0.027809999999999998
922,bonus,5.262,0.739,2.888,F2,n/d,e_minus,NC,1,0.301,0.059,0.023,0.602,0.118,0.046,0.02709
923,bonus,5.262,0.73,2.89,F2,n/d,e_minus,NC,1,0.411,0.064,0.03,0.822,0.128,0.06,0.036989999999999995
924,bonus,5.262,0.72,2.888,F2,n/d,e_minus,NC,1,0.23,0.051,0.016,0.46,0.102,0.032,0.0207
925,bonus,5.262,0.712,2.889,F2,n/d,e_minus,NC,1,0.344,0.057,0.023,0.688,0.114,0.046,0.030959999999999998
926,bonus,5.262,0.701,2.888,F2,n/d,e_minus,NC,1,0.471,0.061,0.03,0.942,0.122,0.06,0.04239
927,bonus,5.262,0.69,2.887,F2,n/d,e_minus,NC,1,0.286,0.05,0.017,0.572,0.1,0.034,0.025739999999999996
928,bonus,5.262,0.68,2.888,F2,n/d,e_minus,NC,1,0.413,0.055,0.024,0.826,0.11,0.048,0.037169999999999995
929,bonus,5.262,0.668,2.886,F2,n/d,e_minus,NC,1,0.473,0.056,0.026,0.946,0.112,0.052,0.04257
930,bonus,5.262,0.662,2.887,F2,n/d,e_minus,NC,1,0.408,0.053,0.022,0.816,0.106,0.044,0.036719999999999996
931,bonus,5.262,0.654,2.886,F2,n/d,e_minus,NC,1,0.364,0.047,0.019,0.728,0.094,0.038,0.03276
932,bonus,5.262,0.643,2.888,F2,n/d,e_minus,NC,1,0.371,0.047,0.018,0.742,0.094,0.036,0.033389999999999996
933,bonus,5.262,0.637,2.889,F2,n/d,e_minus,NC,1,0.414,0.048,0.02,0.828,0.096,0.04,0.037259999999999995
934,bonus,5.262,0.626,2.891,F2,n/d,e_minus,NC,1,0.386,0.046,0.017,0.772,0.092,0.034,0.03474
935,bonus,5.262,0.615,2.891,F2,n/d,e_minus,NC,1,0.476,0.049,0.02,0.952,0.098,0.04,0.042839999999999996
936,bonus,5.262,0.609,2.888,F2,n/d,e_minus,NC,1,0.362,0.045,0.015,0.724,0.09,0.03,0.03258
937,bonus,5.262,0.601,2.888,F2,n/d,e_minus,NC,1,0.386,0.043,0.015,0.772,0.086,0.03,0.03474
938,bonus,5.262,0.591,2.89,F2,n/d,e_minus,NC,1,0.413,0.044,0.015,0.826,0.088,0.03,0.037169999999999995
939,bonus,5.262,0.586,2.89,F2,n/d,e_minus,NC,1,0.348,0.039,0.013,0.696,0.078,0.026,0.031319999999999994
940,bonus,5.262,0.576,2.891,F2,n/d,e_minus,NC,1,0.347,0.038,0.012,0.694,0.076,0.024,0.031229999999999997
941,bonus,5.262,0.567,2.888,F2,n/d,e_minus,NC,1,0.314,0.036,0.011,0.628,0.072,0.022,0.02826
942,bonus,5.262,0.561,2.891,F2,n/d,e_minus,NC,1,0.396,0.038,0.013,0.792,0.076,0.026,0.03564
943,bonus,5.262,0.55,2.89,F2,n/d,e_minus,NC,1,0.35,0.035,0.011,0.7,0.07,0.022,0.0315
944,bonus,5.262,0.545,2.889,F2,n/d,e_minus,NC,1,0.331,0.034,0.01,0.662,0.068,0.02,0.02979
945,bonus,5.262,0.538,2.889,F2,n/d,e_minus,NC,1,0.407,0.037,0.012,0.814,0.074,0.024,0.036629999999999996
946,bonus,5.262,0.53,2.887,F2,n/d,e_minus,NC,1,0.369,0.036,0.01,0.738,0.072,0.02,0.033209999999999996
947,bonus,5.262,0.522,2.887,F2,n/d,e_minus,NC,1,0.369,0.036,0.01,0.738,0.072,0.02,0.033209999999999996
948,bonus,5.262,0.516,2.887,F2,n/d,e_minus,NC,1,0.431,0.037,0.011,0.862,0.074,0.022,0.03879
949,bonus,5.262,0.51,2.886,F2,n/d,e_minus,NC,1,0.379,0.035,0.01,0.758,0.07,0.02,0.03411
950,bonus,5.262,0.502,2.887,F2,n/d,e_minus,NC,1,0.415,0.036,0.01,0.83,0.072,0.02,0.037349999999999994
951,bonus,5.262,0.495,2.888,F2,n/d,e_minus,NC,1,0.442,0.037,0.011,0.884,0.074,0.022,0.039779999999999996
952,bonus,5.262,0.489,2.89,F2,n/d,e_minus,NC,1,0.353,0.034,0.008,0.706,0.068,0.016,0.03177
953,bonus,5.262,0.484,2.888,F2,n/d,e_minus,NC,1,0.364,0.034,0.008,0.728,0.068,0.016,0.03276
954,bonus,5.262,0.475,2.887,F2,n/d,e_minus,NC,1,0.372,0.034,0.008,0.744,0.068,0.016,0.033479999999999996
955,bonus,5.262,0.468,2.886,F2,n/d,e_minus,NC,1,0.417,0.035,0.009,0.834,0.07,0.018,0.037529999999999994
956,bonus,5.262,0.463,2.885,F2,n/d,e_minus,NC,1,0.42,0.036,0.009,0.84,0.072,0.018,0.0378
957,bonus,5.262,0.456,2.885,F2,n/d,e_minus,NC,1,0.351,0.034,0.007,0.702,0.068,0.014,0.03159
958,bonus,5.262,0.451,2.88,F2,n/d,e_minus,NC,1,0.375,0.035,0.007,0.75,0.07,0.014,0.03375
959,bonus,5.262,0.444,2.877,F2,n/d,e_minus,NC,1,0.432,0.037,0.008,0.864,0.074,0.016,0.03888
960,bonus,5.262,0.439,2.879,F2,n/d,e_minus,NC,1,0.375,0.036,0.007,0.75,0.072,0.014,0.03375
961,bonus,5.262,0.432,2.874,F2,n/d,e_minus,NC,1,0.407,0.037,0.007,0.814,0.074,0.014,0.036629999999999996
962,bonus,5.262,0.427,2.872,F2,n/d,e_minus,NC,1,0.398,0.037,0.007,0.796,0.074,0.014,0.03582
963,bonus,5.262,0.422,2.87,F2,n/d,e_minus,NC,1,0.407,0.039,0.007,0.814,0.078,0.014,0.036629999999999996
964,bonus,5.262,0.416,2.87,F2,n/d,e_minus,NC,1,0.407,0.039,0.007,0.814,0.078,0.014,0.036629999999999996
965,bonus,5.262,0.41,2.871,F2,n/d,e_minus,NC,1,0.372,0.039,0.006,0.744,0.078,0.012,0.033479999999999996
966,bonus,5.262,0.406,2.873,F2,n/d,e_minus,NC,1,0.367,0.041,0.006,0.734,0.082,0.012,0.03303
967,bonus,5.262,0.399,2.873,F2,n/d,e_minus,NC,1,0.302,0.04,0.005,0.604,0.08,0.01,0.02718
968,bonus,5.262,0.895,3.446,F2,n/d,e_minus,NC,1,0.413,0.128,0.067,0.826,0.256,0.134,0.037169999999999995
969,bonus,5.262,0.881,3.434,F2,n/d,e_minus,NC,1,0.467,0.143,0.071,0.934,0.286,0.142,0.04203
970,bonus,5.262,0.874,3.439,F2,n/d,e_minus,NC,1,0.437,0.139,0.065,0.874,0.278,0.13,0.03933
971,bonus,5.262,0.863,3.433,F2,n/d,e_minus,NC,1,0.577,0.146,0.081,1.154,0.292,0.162,0.05193
972,bonus,5.262,0.853,3.444,F2,n/d,e_minus,NC,1,0.602,0.136,0.08,1.204,0.272,0.16,0.05418
973,bonus,5.262,0.844,3.442,F2,n/d,e_minus,NC,1,0.452,0.12,0.057,0.904,0.24,0.114,0.04068
974,bonus,5.262,0.831,3.438,F2,n/d,e_minus,NC,1,0.552,0.119,0.066,1.104,0.238,0.132,0.04968
975,bonus,5.262,0.823,3.449,F2,n/d,e_minus,NC,1,0.486,0.101,0.057,0.972,0.202,0.114,0.043739999999999994
976,bonus,5.262,0.814,3.434,F2,n/d,e_minus,NC,1,0.227,0.075,0.025,0.454,0.15,0.05,0.02043
977,bonus,5.262,0.803,3.444,F2,n/d,e_minus,NC,1,0.338,0.084,0.035,0.676,0.168,0.07,0.030420000000000003
978,bonus,5.262,0.789,3.443,F2,n/d,e_minus,NC,1,0.431,0.089,0.042,0.862,0.178,0.084,0.03879
979,bonus,5.262,0.781,3.444,F2,n/d,e_minus,NC,1,0.202,0.078,0.019,0.404,0.156,0.038,0.01818
980,bonus,5.262,0.772,3.438,F2,n/d,e_minus,NC,1,0.299,0.078,0.027,0.598,0.156,0.054,0.026909999999999996
981,bonus,5.262,0.764,3.443,F2,n/d,e_minus,NC,1,0.464,0.088,0.04,0.928,0.176,0.08,0.04176
982,bonus,5.262,0.756,3.443,F2,n/d,e_minus,NC,1,0.335,0.073,0.028,0.67,0.146,0.056,0.03015
983,bonus,5.262,0.744,3.438,F2,n/d,e_minus,NC,1,0.384,0.077,0.03,0.768,0.154,0.06,0.03456
984,bonus,5.262,0.735,3.442,F2,n/d,e_minus,NC,1,0.225,0.06,0.017,0.45,0.12,0.034,0.02025
985,bonus,5.262,0.725,3.439,F2,n/d,e_minus,NC,1,0.29,0.069,0.021,0.58,0.138,0.042,0.026099999999999998
986,bonus,5.262,0.715,3.442,F2,n/d,e_minus,NC,1,0.467,0.078,0.032,0.934,0.156,0.064,0.04203
987,bonus,5.262,0.709,3.441,F2,n/d,e_minus,NC,1,0.413,0.07,0.027,0.826,0.14,0.054,0.037169999999999995
988,bonus,5.262,0.699,3.441,F2,n/d,e_minus,NC,1,0.329,0.066,0.021,0.658,0.132,0.042,0.02961
989,bonus,5.262,0.691,3.448,F2,n/d,e_minus,NC,1,0.389,0.063,0.024,0.778,0.126,0.048,0.03501
990,bonus,5.262,0.683,3.44,F2,n/d,e_minus,NC,1,0.346,0.06,0.02,0.692,0.12,0.04,0.031139999999999998
991,bonus,5.262,0.672,3.442,F2,n/d,e_minus,NC,1,0.302,0.057,0.017,0.604,0.114,0.034,0.02718
992,bonus,5.262,0.663,3.444,F2,n/d,e_minus,NC,1,0.467,0.064,0.025,0.934,0.128,0.05,0.04203
993,bonus,5.262,0.658,3.44,F2,n/d,e_minus,NC,1,0.446,0.062,0.023,0.892,0.124,0.046,0.04014
994,bonus,5.262,0.65,3.441,F2,n/d,e_minus,NC,1,0.327,0.054,0.016,0.654,0.108,0.032,0.02943
995,bonus,5.262,0.639,3.437,F2,n/d,e_minus,NC,1,0.299,0.052,0.014,0.598,0.104,0.028,0.026909999999999996
996,bonus,5.262,0.632,3.438,F2,n/d,e_minus,NC,1,0.438,0.059,0.02,0.876,0.118,0.04,0.03942
997,bonus,5.262,0.625,3.436,F2,n/d,e_minus,NC,1,0.483,0.059,0.022,0.966,0.118,0.044,0.043469999999999995
998,bonus,5.262,0.616,3.433,F2,n/d,e_minus,NC,1,0.383,0.052,0.016,0.766,0.104,0.032,0.03447
999,bonus,5.262,0.608,3.433,F2,n/d,e_minus,NC,1,0.285,0.047,0.012,0.57,0.094,0.024,0.025649999999999996
1000,bonus,5.262,0.602,3.434,F2,n/d,e_minus,NC,1,0.371,0.049,0.015,0.742,0.098,0.03,0.033389999999999996
1001,bonus,5.262,0.594,3.43,F2,n/d,e_minus,NC,1,0.325,0.048,0.012,0.65,0.096,0.024,0.029249999999999998
1002,bonus,5.262,0.587,3.427,F2,n/d,e_minus,NC,1,0.408,0.052,0.015,0.816,0.104,0.03,0.036719999999999996
1003,bonus,5.262,0.579,3.425,F2,n/d,e_minus,NC,1,0.262,0.044,0.009,0.524,0.088,0.018,0.02358
1004,bonus,5.262,0.575,3.424,F2,n/d,e_minus,NC,1,0.413,0.053,0.014,0.826,0.106,0.028,0.037169999999999995
1005,bonus,5.262,0.566,3.426,F2,n/d,e_minus,NC,1,0.307,0.048,0.01,0.614,0.096,0.02,0.02763
1006,bonus,5.262,0.558,3.423,F2,n/d,e_minus,NC,1,0.437,0.054,0.014,0.874,0.108,0.028,0.03933
1007,bonus,5.262,0.55,3.42,F2,n/d,e_minus,NC,1,0.438,0.056,0.014,0.876,0.112,0.028,0.03942
1008,bonus,5.262,0.544,3.425,F2,n/d,e_minus,NC,1,0.376,0.05,0.011,0.752,0.1,0.022,0.03384
1009,bonus,5.262,0.537,3.422,F2,n/d,e_minus,NC,1,0.322,0.049,0.009,0.644,0.098,0.018,0.02898
1010,bonus,5.262,0.532,3.422,F2,n/d,e_minus,NC,1,0.512,0.06,0.014,1.024,0.12,0.028,0.046079999999999996
1011,bonus,5.262,0.525,3.425,F2,n/d,e_minus,NC,1,0.393,0.052,0.011,0.786,0.104,0.022,0.03537
1012,bonus,5.262,0.518,3.425,F2,n/d,e_minus,NC,1,0.406,0.054,0.011,0.812,0.108,0.022,0.03654
1013,bonus,5.262,0.511,3.421,F2,n/d,e_minus,NC,1,0.362,0.054,0.009,0.724,0.108,0.018,0.03258
1014,bonus,5.262,0.505,3.422,F2,n/d,e_minus,NC,1,0.351,0.054,0.009,0.702,0.108,0.018,0.03159
1015,bonus,5.262,0.498,3.425,F2,n/d,e_minus,NC,1,0.402,0.056,0.01,0.804,0.112,0.02,0.036180000000000004
1016,bonus,5.262,0.491,3.422,F2,n/d,e_minus,NC,1,0.38,0.058,0.009,0.76,0.116,0.018,0.0342
1017,bonus,5.262,0.483,3.418,F2,n/d,e_minus,NC,1,0.33,0.056,0.007,0.66,0.112,0.014,0.0297
1018,bonus,5.262,0.474,3.418,F2,n/d,e_minus,NC,1,0.357,0.068,0.008,0.714,0.136,0.016,0.03213
1019,bonus,5.262,0.471,3.411,F2,n/d,e_minus,NC,1,0.308,0.071,0.007,0.616,0.142,0.014,0.027719999999999998
1020,bonus,5.262,0.463,3.403,F2,n/d,e_minus,NC,1,0.173,0.079,0.004,0.346,0.158,0.008,0.015569999999999999
1021,bonus,5.262,0.92,4.107,F2,n/d,e_minus,NC,1,0.232,0.117,0.043,0.464,0.234,0.086,0.02088
1022,bonus,5.262,0.899,4.099,F2,n/d,e_minus,NC,1,0.167,0.16,0.028,0.334,0.32,0.056,0.01503
1023,bonus,5.262,0.891,4.088,F2,n/d,e_minus,NC,1,0.117,0.171,0.019,0.234,0.342,0.038,0.01053
1024,bonus,5.262,0.879,4.089,F2,n/d,e_minus,NC,1,0.771,0.235,0.116,1.542,0.47,0.232,0.06939
1025,bonus,5.262,0.872,4.095,F2,n/d,e_minus,NC,1,0.532,0.189,0.077,1.064,0.378,0.154,0.04788
1026,bonus,5.262,0.863,4.087,F2,n/d,e_minus,NC,1,0.563,0.188,0.078,1.126,0.376,0.156,0.05066999999999999
1027,bonus,5.262,0.852,4.084,F2,n/d,e_minus,NC,1,0.608,0.18,0.081,1.216,0.36,0.162,0.05472
1028,bonus,5.262,0.845,4.092,F2,n/d,e_minus,NC,1,0.331,0.146,0.042,0.662,0.292,0.084,0.02979
1029,bonus,5.262,0.837,4.092,F2,n/d,e_minus,NC,1,0.28,0.127,0.034,0.56,0.254,0.068,0.0252
1030,bonus,5.262,0.824,4.094,F2,n/d,e_minus,NC,1,0.23,0.114,0.027,0.46,0.228,0.054,0.0207
1031,bonus,5.262,0.817,4.088,F2,n/d,e_minus,NC,1,0.526,0.138,0.059,1.052,0.276,0.118,0.04734
1032,bonus,5.262,0.812,4.086,F2,n/d,e_minus,NC,1,0.378,0.121,0.041,0.756,0.242,0.082,0.03402
1033,bonus,5.262,0.802,4.098,F2,n/d,e_minus,NC,1,0.442,0.127,0.046,0.884,0.254,0.092,0.039779999999999996
1034,bonus,5.262,0.789,4.092,F2,n/d,e_minus,NC,1,0.482,0.13,0.048,0.964,0.26,0.096,0.043379999999999995
1035,bonus,5.262,0.785,4.095,F2,n/d,e_minus,NC,1,0.214,0.091,0.021,0.428,0.182,0.042,0.01926
1036,bonus,5.262,0.77,4.088,F2,n/d,e_minus,NC,1,0.22,0.097,0.02,0.44,0.194,0.04,0.019799999999999998
1037,bonus,5.262,0.768,4.08,F2,n/d,e_minus,NC,1,0.373,0.103,0.034,0.746,0.206,0.068,0.033569999999999996
1038,bonus,5.262,0.759,4.077,F2,n/d,e_minus,NC,1,0.151,0.091,0.012,0.302,0.182,0.024,0.01359
1039,bonus,5.262,0.751,4.075,F2,n/d,e_minus,NC,1,0.379,0.117,0.031,0.758,0.234,0.062,0.03411
1040,bonus,5.262,0.739,4.078,F2,n/d,e_minus,NC,1,0.328,0.103,0.025,0.656,0.206,0.05,0.02952
1041,bonus,5.262,0.734,4.085,F2,n/d,e_minus,NC,1,0.304,0.097,0.023,0.608,0.194,0.046,0.02736
1042,bonus,5.262,0.727,4.088,F2,n/d,e_minus,NC,1,0.264,0.09,0.019,0.528,0.18,0.038,0.02376
1043,bonus,5.262,0.719,4.088,F2,n/d,e_minus,NC,1,0.406,0.099,0.029,0.812,0.198,0.058,0.03654
1044,bonus,5.262,0.708,4.084,F2,n/d,e_minus,NC,1,0.387,0.096,0.026,0.774,0.192,0.052,0.03483
1045,bonus,5.262,0.703,4.08,F2,n/d,e_minus,NC,1,0.26,0.084,0.017,0.52,0.168,0.034,0.0234
1046,bonus,5.262,0.695,4.085,F2,n/d,e_minus,NC,1,0.254,0.084,0.016,0.508,0.168,0.032,0.02286
1047,bonus,5.262,0.688,4.084,F2,n/d,e_minus,NC,1,0.441,0.101,0.026,0.882,0.202,0.052,0.039689999999999996
1048,bonus,5.262,0.68,4.082,F2,n/d,e_minus,NC,1,0.428,0.097,0.025,0.856,0.194,0.05,0.03852
1049,bonus,5.262,0.672,4.084,F2,n/d,e_minus,NC,1,0.33,0.087,0.018,0.66,0.174,0.036,0.0297
1050,bonus,5.262,0.664,4.082,F2,n/d,e_minus,NC,1,0.448,0.1,0.024,0.896,0.2,0.048,0.04032
1051,bonus,5.262,0.661,4.082,F2,n/d,e_minus,NC,1,0.43,0.097,0.023,0.86,0.194,0.046,0.0387
1052,bonus,5.262,0.647,4.078,F2,n/d,e_minus,NC,1,0.493,0.098,0.024,0.986,0.196,0.048,0.04437
1053,bonus,5.262,0.641,4.08,F2,n/d,e_minus,NC,1,0.585,0.104,0.028,1.17,0.208,0.056,0.052649999999999995
1054,bonus,5.262,0.631,4.081,F2,n/d,e_minus,NC,1,0.265,0.077,0.012,0.53,0.154,0.024,0.02385
1055,bonus,5.262,0.624,4.084,F2,n/d,e_minus,NC,1,0.312,0.084,0.014,0.624,0.168,0.028,0.028079999999999997
1056,bonus,5.262,0.62,4.079,F2,n/d,e_minus,NC,1,0.221,0.076,0.009,0.442,0.152,0.018,0.019889999999999998
1057,bonus,5.262,0.611,4.069,F2,n/d,e_minus,NC,1,0.332,0.094,0.014,0.664,0.188,0.028,0.02988
1058,bonus,5.262,0.604,4.067,F2,n/d,e_minus,NC,1,0.234,0.088,0.009,0.468,0.176,0.018,0.02106
1059,bonus,5.262,0.595,4.051,F2,n/d,e_minus,NC,1,0.074,0.064,0.003,0.148,0.128,0.006,0.006659999999999999
1060,bonus,5.262,0.589,4.036,F2,n/d,e_minus,NC,1,0.416,0.129,0.016,0.832,0.258,0.032,0.037439999999999994
1061,bonus,5.262,0.581,4.028,F2,n/d,e_minus,NC,1,0.336,0.105,0.012,0.672,0.21,0.024,0.03024
1062,bonus,5.262,0.571,4.013,F2,n/d,e_minus,NC,1,0.351,0.133,0.012,0.702,0.266,0.024,0.03159
1063,bonus,5.262,0.563,3.998,F2,n/d,e_minus,NC,1,0.298,0.144,0.01,0.596,0.288,0.02,0.026819999999999997
